ID,G+C content,Contig size,Number of hits,Maximum coverage,Median coverage,Average coverage,Variance of coverage,Best hit,Prediction
NODE_23_length_234961_cov_44.359501,60.964585612080306,234961,9,0.004324121875545303,0.0002894097318278353,0.0007556809664393476,1.6362640396399037e-06,NZ_CP031080.1,Chromosome
NODE_24_length_234813_cov_40.087507,60.61120977117962,234813,3,0.003019423967156844,0.002759642779573533,0.002664531634392758,1.1249927598493475e-07,NZ_CP029232.1,Chromosome
NODE_25_length_233983_cov_26.452160,58.017890188603445,233983,25,0.030801383006457735,0.0031198847779539537,0.006481496518977874,6.692538325311795e-05,NZ_CP014273.1,Chromosome
NODE_26_length_229445_cov_161.520990,69.40225326330929,229445,22,0.010006755431584911,0.0018435790712371157,0.0030025020850708924,8.34554463842367e-06,NZ_CP022192.1,Chromosome
NODE_27_length_226359_cov_171.750513,69.59520054426818,226359,48,0.013942454243038712,0.0016146917065369612,0.0036197110195161962,1.6375590796644183e-05,NZ_CP022703.1,Chromosome
NODE_28_length_223383_cov_27.701457,59.21220504693732,223383,59,0.639090709677997,0.00025516713447307985,0.013323245012726867,0.006763323618529481,NZ_CP029222.1,Chromosome
NODE_29_length_222873_cov_7.455794,69.2448165547195,222873,7,0.0062277619989859695,0.001148636218833147,0.0024254684442324937,5.55806996249573e-06,NZ_CP031081.1,Chromosome
NODE_30_length_219481_cov_7.958578,70.1646156159303,219481,18,0.0051621780473025,0.0016994637349018822,0.0021024345817835916,3.2559506173876808e-06,NZ_CP028969.1,Chromosome
NODE_31_length_207974_cov_16.901438,70.71893602084876,207974,38,0.006063257907238405,0.0008053891351803591,0.0013078557896660159,2.1196139271208316e-06,NZ_CP029232.1,Chromosome
NODE_32_length_196520_cov_67.941129,60.50681864441278,196520,11,0.011759617341746386,0.004615306330144515,0.0052189922839220625,1.4761293299138375e-05,NZ_CP022703.1,Chromosome
NODE_33_length_194323_cov_16.023282,69.59906959032126,194323,14,0.005923127987937609,0.0004657194464885783,0.0012361598252100148,2.5456973589508453e-06,NZ_CP022703.1,Chromosome
NODE_34_length_188547_cov_26.712449,57.134825799402805,188547,81,0.0007053944109426297,0.0003182230425305096,0.00032470536376724224,2.9921366108853876e-09,NZ_CP022703.1,Chromosome
NODE_35_length_185558_cov_164.434171,70.68679334763254,185558,19,0.009328619622975027,0.0017029715776199356,0.002886031945749974,8.61869035101521e-06,NZ_CP031081.1,Chromosome
NODE_36_length_182294_cov_7.895033,68.49814036666045,182294,7,0.008036468561773837,0.005326560391455561,0.004120502359610613,1.1310552310831546e-05,NZ_CP022195.1,Chromosome
NODE_37_length_178813_cov_15.765862,69.90207647095009,178813,9,0.012230654370767226,0.0005312812826807895,0.002367463961419658,1.382517368241246e-05,NZ_CP031081.1,Chromosome
NODE_38_length_177640_cov_7.627542,69.56090970502139,177640,26,0.028062373339337986,0.005156496284620581,0.009529212062425303,9.008172506018619e-05,NZ_CP031080.1,Chromosome
NODE_39_length_176452_cov_16.241778,69.09187767778207,176452,33,0.007480787976333507,0.003615714188561195,0.0030747481158924497,3.1206762650996875e-06,NZ_CP028969.1,Chromosome
NODE_40_length_175419_cov_27.039871,57.610635107941555,175419,46,0.02334980817357299,0.00030783438510081576,0.0041189579136859155,4.856388154890274e-05,NZ_CP031650.1,Chromosome
NODE_41_length_173707_cov_26.550866,58.04026320182837,173707,6,0.011789968164783227,0.0012463516150759612,0.0028870454270697207,1.602747278236679e-05,NZ_CP016160.1,Chromosome
NODE_42_length_173677_cov_325.472976,70.20849047369542,173677,30,0.013720872654410198,0.005104302814995653,0.004740984701486092,1.3287294627708583e-05,NZ_CP022192.1,Chromosome
NODE_43_length_173541_cov_168.172446,69.97597109616747,173541,33,0.015806063120530595,0.00179784604214566,0.0035672296809434426,1.4258836176347628e-05,NZ_CP022191.1,Chromosome
NODE_44_length_172684_cov_16.454518,34.128813323759005,172684,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_45_length_172470_cov_26.411849,58.368411897721344,172470,16,0.00927117759610367,0.0014031425755203803,0.0018372760480083493,3.908382528599092e-06,NZ_CP022703.1,Chromosome
NODE_46_length_169538_cov_40.368892,60.10215998773136,169538,24,0.01857990538994208,0.0029550897144003116,0.005868644984211996,3.145105508503963e-05,NZ_CP022703.1,Chromosome
NODE_47_length_167399_cov_16.501888,69.535660308604,167399,6,0.008136249320485785,0.00048088698259846237,0.0027847637480908887,1.1881786456167985e-05,NZ_CP029232.1,Chromosome
NODE_48_length_164372_cov_16.211080,35.178132528654515,164372,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_49_length_161525_cov_640.067400,56.885311871227366,161525,1,0.0076954031883609345,0.0076954031883609345,0.0076954031883609345,0.0,NZ_CP022703.1,Chromosome
NODE_50_length_160910_cov_40.677331,59.996271207507306,160910,5,0.009290907960971971,0.004219750170902989,0.005043813311789199,8.888134954557693e-06,NZ_CP022703.1,Chromosome
NODE_51_length_158597_cov_16.186260,70.36640037327314,158597,3,0.0068538496945087235,0.0005674760556630958,0.002633509250910589,8.906935448010258e-06,NZ_CP029232.1,Chromosome
NODE_52_length_156358_cov_16.259080,69.97978996917331,156358,6,0.009024162498880774,0.004432136507246192,0.004735926527584134,1.0787255131481512e-05,NZ_CP022193.1,Chromosome
NODE_53_length_156009_cov_7.587725,69.14024190912063,156009,12,0.010582722791633817,0.0010255818574569416,0.0020046920369978655,8.065521813832984e-06,NZ_CP031081.1,Chromosome
NODE_54_length_155586_cov_16.109322,71.15678788579949,155586,33,0.0184078258969316,0.0022238504749784683,0.004113285880282911,1.9380833740460366e-05,NZ_CP029232.1,Chromosome
NODE_55_length_154673_cov_40.935674,60.77402002935224,154673,11,0.020417267396378166,0.002928759382697691,0.004392845198932881,2.7891092391003164e-05,NZ_CP022703.1,Chromosome
NODE_56_length_152519_cov_26.792659,59.448331027609676,152519,10,0.021748110071532073,0.008743172981726867,0.008505825503707735,3.893504616401732e-05,NZ_CP031650.1,Chromosome
NODE_57_length_150149_cov_16.379869,35.284950282719166,150149,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_58_length_145120_cov_16.996643,34.73056780595369,145120,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_59_length_142443_cov_7.859293,69.45164030524491,142443,24,0.060789227971890514,0.0036891949762361087,0.007639313035155583,0.00016258100284663362,NZ_CP031079.1,Chromosome
NODE_60_length_142331_cov_17.311901,35.775762131931906,142331,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_61_length_139945_cov_15.961541,70.57415413198042,139945,2,0.0007645860873914752,0.000489478009217907,0.000489478009217907,7.56844546763541e-08,NZ_CP020897.1,Chromosome
NODE_62_length_138803_cov_26.915883,57.793419450588246,138803,2,0.0006844232473361527,0.0005331296873986874,0.0005331296873986874,2.2889741278551416e-08,NZ_CP027853.1,Chromosome
NODE_63_length_138751_cov_26.090918,60.142269244906345,138751,9,0.04241410872714431,0.0009801731158694351,0.010170096872174695,0.0002973344705765087,NZ_CP014273.1,Chromosome
NODE_64_length_138403_cov_60.930357,59.091927198109865,138403,9,0.004255688099246403,0.0008670332290485033,0.001303761077754416,1.5839244573041626e-06,NZ_CP020897.1,Chromosome
NODE_65_length_136540_cov_7.880727,69.14457301889556,136540,11,0.01030467262340706,0.005148674381133734,0.004494853323035541,1.1383657010075482e-05,NZ_CP022703.1,Chromosome
NODE_66_length_135188_cov_40.696677,60.53347930289671,135188,4,0.018204278486256175,0.012068378850193804,0.01266199662691955,1.7667394574212298e-05,NZ_CP020927.1,Chromosome
NODE_67_length_132383_cov_247.133169,68.75580701449582,132383,2,0.006594502315251959,0.005208372676249972,0.005208372676249972,1.921355376119778e-06,NZ_CP020899.1,Chromosome
NODE_68_length_132014_cov_8.085254,68.4222885451543,132014,20,0.015755904676776705,0.004832820761434394,0.00528201554380596,1.685734056274342e-05,NZ_CP022191.1,Chromosome
NODE_69_length_131465_cov_41.172886,60.713497889172025,131465,6,0.013121363100444986,0.006739436351880729,0.007165405240938653,2.0468556028525002e-05,NZ_CP020900.1,Chromosome
NODE_70_length_131010_cov_15.358482,70.39080986184261,131010,4,0.011296847568887871,0.005247691015952981,0.006180825891153347,9.647917312036054e-06,NZ_CP029232.1,Chromosome
NODE_71_length_129749_cov_26.900273,58.11605484435333,129749,41,0.01227755127207146,0.00042389536720899583,0.00141135539556769,6.358584754862136e-06,NZ_CP029232.1,Chromosome
NODE_72_length_128237_cov_7.917375,69.90338201923002,128237,12,0.01309294509384967,0.006749222143375157,0.006996810592886609,2.6662436516273272e-05,NZ_CP031080.1,Chromosome
NODE_73_length_121856_cov_15.801077,70.1500131302521,121856,7,0.01052061449579832,0.00031184348739495796,0.0019601590636254503,1.2388855940914689e-05,NZ_CP020898.1,Chromosome
NODE_74_length_121625_cov_7.840413,70.23144912641315,121625,34,0.043305241521068856,0.0023597122302158272,0.006465872680007255,8.56615706805104e-05,NZ_CP028919.1,Chromosome
NODE_75_length_119285_cov_41.378227,59.143228402565285,119285,6,0.017420463595590394,0.003982059772813011,0.005294043676908245,3.3418737560505086e-05,NZ_CP022703.1,Chromosome
NODE_76_length_117422_cov_599.576389,51.94937916233755,117422,1413,0.46840455791929964,0.003236190833063651,0.00682759480528147,0.0005105457939530004,NZ_CP028814.1,Chromosome
NODE_77_length_115536_cov_26.526130,57.9923140839219,115536,31,0.0007010801828001661,0.0005972164520149564,0.0005815810516816989,3.8299113463474484e-09,NZ_CP020900.1,Chromosome
NODE_78_length_112983_cov_26.472761,58.18662984696813,112983,26,0.006947947921368701,0.0005133515661648213,0.0007502830582408926,1.537076409428224e-06,NZ_CP028350.1,Chromosome
NODE_79_length_111004_cov_160.978522,70.07945659615869,111004,25,0.012747288386004108,0.0007657381715974199,0.002754855680876365,1.3782063250330386e-05,NZ_CP020899.1,Chromosome
NODE_80_length_109231_cov_39.958187,61.45233495985572,109231,4,0.00973166958097976,0.007314773278648003,0.0068112532156622205,7.85917081917967e-06,NZ_CP031080.1,Chromosome
NODE_81_length_108022_cov_7.814397,69.96167447371832,108022,10,0.013117698246653459,0.005350761881838885,0.00550165706985614,2.0582218221640702e-05,NZ_CP029232.1,Chromosome
NODE_82_length_106722_cov_26.036778,56.85519386818088,106722,37,0.05325987144168962,0.01020408163265306,0.010905829087647268,0.00012561476179264643,NZ_CP028350.1,Chromosome
NODE_83_length_103856_cov_7.756679,69.90929748883069,103856,16,0.015839238946233247,0.005700200277307041,0.006495772993375443,2.594317412803478e-05,NZ_CP022193.1,Chromosome
NODE_84_length_101145_cov_15.364131,71.30654011567552,101145,6,0.003994265658213456,0.0026249443867714666,0.0028029067180780068,9.366528521550987e-07,NZ_CP029232.1,Chromosome
NODE_85_length_100336_cov_123.802335,69.62007654281614,100336,13,0.03351738159783129,0.00822237282730027,0.009258890129166003,9.011918168953273e-05,NZ_CP022191.1,Chromosome
NODE_86_length_99382_cov_26.652421,56.92680767140931,99382,4,0.03965506832223139,0.004915377030045682,0.012514841721840976,0.00025248706579622965,NZ_CP027853.1,Chromosome
NODE_87_length_98803_cov_40.460495,60.62467738833841,98803,1,0.015171604101090048,0.015171604101090048,0.015171604101090048,0.0,NZ_CP022703.1,Chromosome
NODE_88_length_98618_cov_47.580370,57.40331379666998,98618,1,0.006134782696870754,0.006134782696870754,0.006134782696870754,0.0,NZ_CP029232.1,Chromosome
NODE_89_length_98274_cov_81.037233,70.11620571056434,98274,26,0.033203085251439855,0.00682784866800985,0.011006119468174537,9.011417307221998e-05,NZ_CP029232.1,Chromosome
NODE_90_length_97435_cov_326.705165,71.15102375942936,97435,25,0.03028685790527018,0.004833991892030584,0.006320110843126186,4.251981159403029e-05,NZ_CP031081.1,Chromosome
NODE_91_length_96010_cov_27.126643,58.740756171232164,96010,391,0.01229038641808145,0.0005416102489324029,0.0005807419357158821,3.5429985112103765e-07,NZ_CP031080.1,Chromosome
NODE_92_length_95738_cov_40.389568,59.65551818504669,95738,1,0.0008460590361194092,0.0008460590361194092,0.0008460590361194092,0.0,NZ_CP029234.1,Chromosome
NODE_93_length_95671_cov_26.619624,58.58410594642054,95671,2,0.0020486876901046292,0.0013013347827450325,0.0013013347827450325,5.585363681388423e-07,NZ_CP029222.1,Chromosome
NODE_94_length_94980_cov_16.047690,68.31122341545588,94980,6,0.003337544746262371,0.0016161297115182144,0.0017091317470344636,1.3780747946680011e-06,NZ_CP029211.1,Chromosome
NODE_95_length_94544_cov_15.431458,67.52094262988662,94544,18,0.014638686749026908,0.003136105940091386,0.006075948176980501,2.930446078787256e-05,NZ_CP029232.1,Chromosome
NODE_96_length_93534_cov_26.217824,56.150704556631815,93534,34,0.025862253298265872,0.0005773301687087048,0.003335999869188807,3.749788973746781e-05,NZ_CP028350.1,Chromosome
NODE_97_length_92245_cov_7.874498,68.37118543010462,92245,5,0.03740040110575099,0.0010081847254593745,0.011627730500298118,0.0002130144567693843,NZ_CP031082.1,Chromosome
NODE_98_length_91739_cov_61.900921,64.53743773095412,91739,48,0.03259246340160673,0.009592430700138436,0.006687450266516967,3.1131624458364694e-05,NZ_CP022703.1,Chromosome
NODE_99_length_91105_cov_26.413663,61.532297898029746,91105,241,0.0796333900444542,0.0005707699906701059,0.0014367626975486083,5.969219585205736e-05,NZ_CP014273.1,Chromosome
NODE_100_length_90593_cov_26.642691,57.46139326438025,90593,225,0.017948406609782214,0.0005850341637874891,0.001044132671521101,5.551126768367576e-06,NZ_CP027853.1,Chromosome
NODE_101_length_89748_cov_26.813085,57.5511432009627,89748,23,0.05808485982974551,0.045516334625841245,0.033318412327463756,0.0006547273110811303,NZ_CP019268.1,Chromosome
NODE_102_length_86417_cov_26.773685,57.26766724139926,86417,3,0.008563129939710937,0.007567955379149936,0.005681752432970364,1.152997375519775e-05,NZ_CP031082.1,Chromosome
NODE_103_length_86232_cov_26.592177,59.165970869282866,86232,10,0.042605993134799146,0.013028806011689396,0.017355506076630483,0.0001712484215402672,NZ_CP028350.1,Chromosome
NODE_104_length_85859_cov_15.881183,70.39448397954786,85859,5,0.008548899940600287,0.0009667012194411769,0.0031167379074995053,9.408684744234147e-06,NZ_CP031079.1,Chromosome
NODE_105_length_85361_cov_15.710278,71.75173674160331,85361,11,0.02271529152657537,0.011703236841180398,0.011671286972654108,5.8232222431273325e-05,NZ_CP020899.1,Chromosome
NODE_106_length_84534_cov_26.852520,57.140322237206334,84534,5,0.014751460950623418,0.00718054274019921,0.00633591217734876,2.971082066856619e-05,NZ_CP022703.1,Chromosome
NODE_107_length_83543_cov_40.485770,60.62626431897346,83543,1,0.0072298097985468565,0.0072298097985468565,0.0072298097985468565,0.0,NZ_CP020900.1,Chromosome
NODE_108_length_82925_cov_16.480765,34.36719927645463,82925,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_109_length_82557_cov_39.818877,63.40225541141272,82557,3,0.0006177550056324721,0.0006177550056324721,0.0006137173912165735,3.260466034294295e-11,NZ_CP028969.1,Chromosome
NODE_110_length_80402_cov_27.191806,59.182607397825926,80402,14,0.006218750777343848,0.0008644063580507947,0.0016923886044057186,3.2214816994432377e-06,NZ_CP022703.1,Chromosome
NODE_111_length_79567_cov_60.642079,59.293425666419495,79567,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_112_length_79281_cov_26.542890,54.554054565406595,79281,64,0.03052433748312963,0.0008955487443397535,0.0024316198080246215,3.419404620874522e-05,NZ_CP028995.1,Chromosome
NODE_113_length_75052_cov_7.677774,69.08143687043649,75052,7,0.013550604913926345,0.0026115226776101904,0.005559954621938313,2.1699561188602834e-05,NZ_CP022192.1,Chromosome
NODE_114_length_73228_cov_7.978790,68.12967717266619,73228,1,0.0007101108865461299,0.0007101108865461299,0.0007101108865461299,0.0,NZ_CP008949.1,Chromosome
NODE_115_length_73169_cov_763.318188,51.938662548346976,73169,1766,1.0,0.006491820306413918,0.011526039864861174,0.0027598136716121134,NZ_CP022692.2,Plasmid
NODE_116_length_73127_cov_123.578334,63.69056572811684,73127,2,0.015466243658293107,0.015021811369261695,0.015021811369261695,1.9752005953369972e-07,NZ_CP028919.1,Chromosome
NODE_117_length_72766_cov_26.548349,56.445317868235165,72766,342,0.02321138993485969,0.0007421048291784625,0.0008322761112163913,1.6756074712697747e-06,NZ_CP022703.1,Chromosome
NODE_118_length_72283_cov_41.295924,60.203644010348214,72283,5,0.012285046276441211,0.007539808807050067,0.007011330464977934,1.3086613853860063e-05,NZ_CP022703.1,Chromosome
NODE_119_length_71457_cov_15.833884,69.01773094308466,71457,3,0.001063576696474803,0.00044782176693675916,0.0006390789798993334,9.039292180453208e-08,NZ_CP020926.1,Chromosome
NODE_120_length_69528_cov_19.492652,68.49902197675756,69528,4,0.002315613853411575,0.001164998274076631,0.0013268035899206075,4.807858608753912e-07,NZ_CP031080.1,Chromosome
NODE_121_length_69020_cov_52.016936,58.948130976528546,69020,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_122_length_68750_cov_26.672887,54.432,68750,83,0.10135272727272727,0.0007709090909090909,0.014710711938663747,0.0007212753866384189,NZ_CP019275.1,Chromosome
NODE_123_length_67322_cov_27.211679,56.82095006090134,67322,108,0.03597635245536377,0.000802115207510175,0.001850696541882187,2.016792903143211e-05,NZ_CP028350.1,Chromosome
NODE_124_length_67203_cov_26.852713,60.202669523681976,67203,105,0.07135098135499904,0.000758894692201241,0.0028047217279840823,9.64306881002849e-05,NZ_CP031651.1,Chromosome
NODE_125_length_67130_cov_40.401193,60.46328020259199,67130,3,0.05922836287799792,0.009712498137941308,0.024574209245742093,0.0006045072007011915,NZ_CP022703.1,Chromosome
NODE_126_length_66548_cov_29.162934,59.94470156879245,66548,28,0.050640139448217825,0.013223537897457475,0.020194338780171562,0.000209670659752435,NZ_CP028177.1,Chromosome
NODE_127_length_66479_cov_15.650924,70.83891153597376,66479,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_128_length_65941_cov_15.726998,71.22579275412869,65941,11,0.028343519206563444,0.024537086183103077,0.02179358682899727,4.9498360449373195e-05,NZ_CP020900.1,Chromosome
NODE_129_length_64619_cov_807.654018,52.544917129636794,64619,1467,0.95006112753215,0.005416363608226683,0.01656351313202605,0.002410765238950143,NZ_CP020499.1,Chromosome
NODE_130_length_64389_cov_26.814981,57.72414542856699,64389,7,0.07069530509869698,0.0017083663358648216,0.015437419434996661,0.0006137904873274488,NZ_CP028034.2,Chromosome
NODE_131_length_63665_cov_72.159409,62.8587135788895,63665,62,0.01580146077122438,0.004680750804994895,0.007006685701111919,3.7713671263902566e-05,NZ_CP028973.1,Chromosome
NODE_132_length_62451_cov_26.215222,56.511505019935626,62451,253,0.050343469279915454,0.0008646779074794639,0.001574673279028624,2.051298832762366e-05,NZ_CP028034.2,Chromosome
NODE_133_length_62438_cov_15.786721,71.40843716967231,62438,6,0.015551427015599474,0.0049248854864025115,0.006230180338896185,3.472169634384146e-05,NZ_CP031079.1,Chromosome
NODE_134_length_62272_cov_26.622434,57.74665981500514,62272,137,0.012332990750256937,0.0016861510791366906,0.001765037396568668,1.711879080362521e-06,NZ_CP027309.1,Chromosome
NODE_135_length_61745_cov_28.368374,57.225686290387884,61745,30,0.08996679893108754,0.051064863551704594,0.03260021054336384,0.0006865564065849489,NZ_CP020515.1,Chromosome
NODE_136_length_61419_cov_27.358305,56.401113661896154,61419,7,0.06519155310246015,0.025855191390286393,0.0312467291415174,0.0005142286075932792,NZ_CP014273.1,Chromosome
NODE_137_length_61045_cov_16.306165,69.86976820378409,61045,2,0.005373085428782046,0.003153411417806536,0.003153411417806536,4.926952715000108e-06,NZ_CP024895.1,Chromosome
NODE_138_length_60380_cov_17.134190,70.51175886054985,60380,9,0.01836700894335873,0.00364359059291156,0.004534246071178831,2.54590760533342e-05,NZ_CP028919.1,Chromosome
NODE_139_length_59903_cov_40.331440,60.624676560439376,59903,1,0.0011518621771864515,0.0011518621771864515,0.0011518621771864515,0.0,NZ_CP029232.1,Chromosome
NODE_140_length_59251_cov_26.696990,57.271607230257715,59251,4,0.028843395048184842,0.027974211405714672,0.02793623736308248,8.258191214679377e-07,NZ_CP027382.1,Chromosome
NODE_141_length_58640_cov_24.450542,57.917803547066846,58640,8,0.03806275579809004,0.013693724420190996,0.01426287517053206,0.00011091512039348238,NZ_CP031650.1,Chromosome
NODE_142_length_58314_cov_40.512384,59.36310319991769,58314,1,0.007133792914222999,0.007133792914222999,0.007133792914222999,0.0,NZ_CP022703.1,Chromosome
NODE_143_length_57928_cov_15.305548,69.00290015191273,57928,12,0.02819016710399116,0.013413202596326473,0.012268102932375822,6.995077938172157e-05,NZ_CP022191.1,Chromosome
NODE_144_length_57741_cov_320.864092,70.97383141961518,57741,10,0.04237889887601531,0.029060806013058313,0.026163384769920854,0.0002765850108402414,NZ_CP028969.1,Chromosome
NODE_145_length_57732_cov_15.261751,67.6730409478279,57732,3,0.0019919628628836694,0.0019919628628836694,0.001939998614286704,5.400566264494418e-09,NZ_CP028969.1,Chromosome
NODE_146_length_57714_cov_7.687993,69.04390615795128,57714,7,0.023391204906954986,0.011314412447586374,0.013871355798791082,3.7588047385882646e-05,NZ_CP020899.1,Chromosome
NODE_147_length_57606_cov_26.357387,56.676387876262886,57606,7,0.020119432003610736,0.000954761656771864,0.003764488818129064,4.467931330149567e-05,NZ_CP028350.1,Chromosome
NODE_148_length_57199_cov_15.962358,69.64807077046801,57199,18,0.0327453277155195,0.01736918477595762,0.01470499678510308,8.749622958401261e-05,NZ_CP031080.1,Chromosome
NODE_149_length_55830_cov_40.951340,59.9677592692101,55830,1,0.0012179831631739207,0.0012179831631739207,0.0012179831631739207,0.0,NZ_CP031079.1,Chromosome
NODE_150_length_55428_cov_40.603146,60.28721945587068,55428,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_151_length_55394_cov_27.404073,55.264108026140015,55394,212,0.013647687475177818,0.0009748348196555583,0.0010497697114529808,7.539820810196968e-07,NZ_CP028350.1,Chromosome
NODE_152_length_54885_cov_242.832500,68.24997722510705,54885,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_153_length_54844_cov_48.587782,52.80614105462767,54844,24,0.24788490992633652,0.05068922762745241,0.05846355116329954,0.0031250512881204405,NZ_CP028992.1,Chromosome
NODE_154_length_53324_cov_95.173703,61.585777511064435,53324,32,0.016559147850873902,0.016502888005400944,0.014102467931888081,2.255207954890343e-05,NZ_CP024876.1,Chromosome
NODE_155_length_53063_cov_15.989662,70.20522774814843,53063,14,0.030002073007557056,0.007952810809792134,0.009654292337141027,6.995495959272059e-05,NZ_CP031081.1,Chromosome
NODE_156_length_52528_cov_27.998590,58.19182150472129,52528,10,0.023244745659457812,0.002284495887907402,0.006312823636917454,6.151478940283385e-05,NZ_CP029213.1,Chromosome
NODE_157_length_52248_cov_39.116970,60.1362731587812,52248,1,0.05732276833563007,0.05732276833563007,0.05732276833563007,0.0,NZ_CP022703.1,Chromosome
NODE_158_length_51463_cov_16.029898,70.09501972290772,51463,4,0.01142568447233935,0.004537240347434079,0.005343644948798166,1.889961374471105e-05,NZ_CP029232.1,Chromosome
NODE_159_length_51405_cov_15.402765,70.12547417566384,51405,2,0.010816068475829199,0.008491391887948643,0.008491391887948643,5.404121238239985e-06,NZ_CP020900.1,Chromosome
NODE_160_length_50557_cov_17.196091,67.57323417133136,50557,15,0.014439147892477798,0.01125462349427379,0.008787441237942652,2.9176850491137796e-05,NZ_CP029232.1,Chromosome
NODE_161_length_50216_cov_26.868962,55.442488449896445,50216,1,0.002310020710530508,0.002310020710530508,0.002310020710530508,0.0,NZ_CP028919.1,Chromosome
NODE_162_length_49319_cov_40.069077,58.804923051967805,49319,1,0.003284738133376589,0.003284738133376589,0.003284738133376589,0.0,NZ_CP022191.1,Chromosome
NODE_163_length_49205_cov_16.073428,66.53592114622498,49205,2,0.00947058225790062,0.005853063713037293,0.005853063713037293,1.3086440422430081e-05,NZ_CP028970.1,Chromosome
