ID,G+C content,Contig size,Number of hits,Maximum coverage,Median coverage,Average coverage,Variance of coverage,Best hit,Prediction
NODE_38_length_222879_cov_7.952079,69.24788786740788,222879,7,0.006227594344913608,0.0011575787759277455,0.0024266850751176326,5.554507055591093e-06,NZ_CP031081.1,Chromosome
NODE_39_length_222514_cov_40.453531,65.22825530079007,222514,59,0.020205470217604285,0.003163845870372201,0.004455861318495595,2.0992603742173187e-05,NZ_CP022191.1,Chromosome
NODE_40_length_211811_cov_20.075483,66.11318581187946,211811,6,0.007445316815462842,0.006484554626530256,0.005013117039876745,7.441524424576125e-06,NZ_CP022192.1,Chromosome
NODE_41_length_211501_cov_10.123691,69.9306386258221,211501,30,0.042009257639443784,0.003226935097233583,0.005465537593990887,6.188324655135941e-05,NZ_CP022191.1,Chromosome
NODE_42_length_207399_cov_16.040020,61.54031600923823,207399,1,0.0009787896759386498,0.0009787896759386498,0.0009787896759386498,0.0,NZ_CP022703.1,Chromosome
NODE_43_length_205029_cov_7.864827,68.90147247462554,205029,19,0.016826887903662407,0.0037116700564310415,0.004406051929495981,1.484732524444879e-05,NZ_CP031082.1,Chromosome
NODE_44_length_197053_cov_24.733256,57.884934510004925,197053,14,0.01853815978442348,0.0014107879605994326,0.002878848402641494,2.082750900468179e-05,NZ_CP029232.1,Chromosome
NODE_45_length_195644_cov_20.441323,66.20034348101655,195644,26,0.026931569585573797,0.005009098157878596,0.005890408481338947,3.071461869400941e-05,NZ_CP022192.1,Chromosome
NODE_46_length_192116_cov_20.593655,66.30056840658769,192116,23,0.022600928605634098,0.00216015324075038,0.003296242215980019,2.2302616708584578e-05,NZ_CP022192.1,Chromosome
NODE_47_length_189333_cov_7.775510,69.80980600317959,189333,23,0.008688395578161229,0.0048802902822012014,0.004056345169621778,1.0058984374449135e-05,NZ_CP022193.1,Chromosome
NODE_48_length_171582_cov_11.999615,63.38776794768682,171582,2,0.0049247590073550835,0.004155447541117367,0.004155447541117367,5.918401320848263e-07,NZ_CP029232.1,Chromosome
NODE_49_length_169049_cov_90.033007,65.13555241379719,169049,63,0.08362664079645546,0.006867831220533692,0.011975207338681834,0.00022507297082654837,NZ_CP022191.1,Chromosome
NODE_50_length_161275_cov_24.743859,66.09703921872578,161275,31,0.043869167570919236,0.0060455743295613085,0.009950345282801866,0.00014178135877859112,NZ_CP022191.1,Chromosome
NODE_51_length_157724_cov_7.816058,69.33947909005605,157724,18,0.01949608176307981,0.0009763891354518019,0.003866810941194041,2.7033086821641924e-05,NZ_CP031080.1,Chromosome
NODE_52_length_143413_cov_12.603447,64.13505051843278,143413,5,0.010291954006958922,0.00492284520929065,0.005957618904841262,1.3531090355753735e-05,NZ_CP020927.1,Chromosome
NODE_53_length_142443_cov_8.011188,69.44883216444472,142443,35,0.060803268675891406,0.0017550880001123256,0.00557315658092811,0.00012136683129661282,NZ_CP031079.1,Chromosome
NODE_54_length_142057_cov_12.053140,63.762433389414106,142057,6,0.009742568124062876,0.007581463778624073,0.006246318965861122,1.1222385660002665e-05,NZ_CP029232.1,Chromosome
NODE_55_length_141258_cov_12.383568,64.46431352560563,141258,2,0.0097481204604341,0.005146611165385323,0.005146611165385323,2.1173887792420283e-05,NZ_CP022703.1,Chromosome
NODE_56_length_138577_cov_12.466879,62.06369022276424,138577,2,0.007815149700166694,0.0073605288034810975,0.0073605288034810975,2.0668015970321643e-07,NZ_CP007745.1,Chromosome
NODE_57_length_134028_cov_16.209378,61.726654131972424,134028,2,0.0002611394633957084,0.0002611394633957084,0.0002611394633957084,0.0,NZ_CP028969.1,Chromosome
NODE_58_length_131356_cov_8.298254,68.37449374219678,131356,26,0.014951734218459758,0.002900514631992448,0.0062440414422813405,2.6002332722717328e-05,NZ_CP020926.1,Chromosome
NODE_59_length_130908_cov_20.100601,64.61255232682494,130908,4,0.00405628380236502,0.0002520854340452837,0.001201225287988511,2.717158609235274e-06,NZ_CP029232.1,Chromosome
NODE_60_length_129599_cov_12.188685,61.8785638778077,129599,3,0.00932877568499757,0.003626571192678956,0.00467338996957281,1.1930067020298917e-05,NZ_CP031651.1,Chromosome
NODE_61_length_128267_cov_7.969137,68.53672417691222,128267,8,0.012668885995618514,0.010809483343338505,0.009252184895569398,1.6486093430464253e-05,NZ_CP022703.1,Chromosome
NODE_62_length_123996_cov_16.365101,61.17536049549985,123996,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_63_length_119868_cov_8.102234,67.62772382954583,119868,16,0.014165582140354389,0.0023817866319618248,0.004278143457803584,1.8555828310268527e-05,NZ_CP031081.1,Chromosome
NODE_64_length_118796_cov_11.981178,64.27068251456278,118796,7,0.02429374726421765,0.013350617865921411,0.012872006272457466,7.207580003733884e-05,NZ_CP020899.1,Chromosome
NODE_65_length_118112_cov_12.071593,63.043551882958546,118112,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_66_length_109125_cov_7.608572,68.89255441008018,109125,18,0.015734249713631156,0.006213058419243986,0.006409061982945144,2.6589842240018694e-05,NZ_CP029232.1,Chromosome
NODE_67_length_108133_cov_16.127399,63.26930724200753,108133,1,0.000397658439144387,0.000397658439144387,0.000397658439144387,0.0,NZ_CP008948.1,Chromosome
NODE_68_length_107416_cov_38.279086,63.298763685112085,107416,11,0.08694235495643107,0.013713040887763461,0.023875738843713818,0.0005236844844591553,NZ_CP020927.1,Chromosome
NODE_69_length_106932_cov_24.488599,57.22702278083268,106932,8,0.031131934313395428,0.0066864923502786815,0.011500299255601691,0.00013503396168341149,NZ_CP029232.1,Chromosome
NODE_70_length_105460_cov_7.835757,68.13104494595107,105460,14,0.01972311776977053,0.004508818509387446,0.005152258134431471,2.1499408643910094e-05,NZ_CP022191.1,Chromosome
NODE_71_length_103357_cov_25.433583,65.17991040761632,103357,12,0.08086535019398783,0.012113354683282215,0.019609218533819674,0.0004973764949731152,NZ_CP022192.1,Chromosome
NODE_72_length_103188_cov_8.855924,69.1485444043881,103188,14,0.03125363414350506,0.0033191844012869713,0.006677825217771723,7.67444939170385e-05,NZ_CP031080.1,Chromosome
NODE_73_length_100322_cov_41.673921,69.61783058551464,100322,13,0.033522058970116224,0.008223520264747514,0.00926018221327326,9.0144335824757e-05,NZ_CP022191.1,Chromosome
NODE_74_length_99574_cov_7.748551,69.05316648924418,99574,15,0.021903308092473938,0.001285476128306586,0.0036642764844905967,2.757985138121255e-05,NZ_CP022191.1,Chromosome
NODE_75_length_98295_cov_32.454265,70.11546874205199,98295,26,0.03319599165776489,0.00682638994862404,0.011003768092124569,9.007567273169126e-05,NZ_CP029232.1,Chromosome
NODE_76_length_97362_cov_26.582404,57.3663236170169,97362,3,0.014235533370308745,0.0004005669563073889,0.005012222427641174,4.253473237256568e-05,NZ_CP028973.1,Chromosome
NODE_77_length_96685_cov_57.141912,56.75647721983762,96685,5,0.007084863215597042,0.006929720225474479,0.005365878885039044,4.99321927705795e-06,NZ_CP020898.1,Chromosome
NODE_78_length_94370_cov_15.871749,61.41782346084561,94370,1,0.004302214686870828,0.004302214686870828,0.004302214686870828,0.0,NZ_CP022703.1,Chromosome
NODE_79_length_92440_cov_24.315971,58.171787105149285,92440,7,0.01859584595413241,0.006490696668109044,0.00826482042405885,4.6306114046078374e-05,NZ_CP029232.1,Chromosome
NODE_80_length_87384_cov_50.752041,57.20955781378742,87384,21,0.05121074796301382,0.0021971985718209283,0.009138100905472507,0.0001998997021996327,NZ_CP028971.1,Chromosome
NODE_81_length_84405_cov_12.996277,63.07920146910728,84405,11,0.020223920383863517,0.004217759611397429,0.007760203779396955,4.966561860923122e-05,NZ_CP028969.1,Chromosome
NODE_82_length_82955_cov_12.399517,64.95931529142307,82955,1,0.002627930805858598,0.002627930805858598,0.002627930805858598,0.0,NZ_CP031081.1,Chromosome
NODE_83_length_81258_cov_12.925742,62.114499495434295,81258,7,0.006288611582859534,0.002953555342243225,0.0038501703568527756,2.2877708854722544e-06,NZ_CP020927.1,Chromosome
NODE_84_length_78787_cov_7.706600,70.09785878380951,78787,5,0.008085090179852006,0.000990011042430858,0.002284640867148134,8.496644864926028e-06,NZ_CP029232.1,Chromosome
NODE_85_length_78508_cov_15.772985,62.835634585010446,78508,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_86_length_77901_cov_73.490944,58.9363422805869,77901,10,0.057470379070872005,0.01952478145338314,0.023058754059639797,0.0003229872220676939,NZ_CP028971.1,Chromosome
NODE_87_length_77189_cov_12.021197,61.500991073857676,77189,1,0.00036274598712251744,0.00036274598712251744,0.00036274598712251744,0.0,NZ_CP028920.1,Chromosome
NODE_88_length_77052_cov_81.690417,65.9879042724394,77052,13,0.20643201993458962,0.06825260862793957,0.06734213458243983,0.0031136459286903438,NZ_CP022191.1,Chromosome
NODE_89_length_75249_cov_12.454970,63.83739318794934,75249,14,0.03064492551396032,0.016119815545721537,0.015990720332306266,6.254879743154348e-05,NZ_CP031080.1,Chromosome
NODE_90_length_74662_cov_17.444409,60.139026546302,74662,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_91_length_74461_cov_77.373545,58.89123165146855,74461,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_92_length_73315_cov_8.007330,68.11975721203028,73315,1,0.0007092682261474459,0.0007092682261474459,0.0007092682261474459,0.0,NZ_CP008949.1,Chromosome
NODE_93_length_73216_cov_17.897719,60.41165865384615,73216,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_94_length_73127_cov_16.245717,63.69056572811684,73127,2,0.015466243658293107,0.015021811369261695,0.015021811369261695,1.9752005953369972e-07,NZ_CP028919.1,Chromosome
NODE_95_length_71205_cov_7.587266,70.03019450881258,71205,8,0.014282704866231304,0.0027315497507197526,0.00519275331788498,2.4213906583994392e-05,NZ_CP022192.1,Chromosome
NODE_96_length_67818_cov_49.645647,59.44734436285352,67818,1,0.039060426435459615,0.039060426435459615,0.039060426435459615,0.0,NZ_CP022192.1,Chromosome
NODE_97_length_67364_cov_24.650671,63.78926429546939,67364,17,0.43278308889020844,0.02299447776260317,0.046453508070290646,0.00959098142422425,NZ_CP020926.1,Chromosome
NODE_98_length_64460_cov_72.220293,59.18864412038474,64460,19,0.16245733788395905,0.01987278932671424,0.028938386922938746,0.0011673469475004775,NZ_LMVL02000009.1,Chromosome
NODE_99_length_63676_cov_32.440075,60.15767322067969,63676,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_100_length_63292_cov_71.722141,63.014283005751125,63292,9,0.12710927131391014,0.02096631485811793,0.04064055839951688,0.0018167612579365214,NZ_CP020926.1,Chromosome
NODE_101_length_61271_cov_23.988810,57.96706435344617,61271,14,0.022637136655187608,0.0005059489807576178,0.0052273622804542815,8.052367322945613e-05,NZ_CP020900.1,Chromosome
NODE_102_length_60453_cov_12.236365,60.936595371611006,60453,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_103_length_59893_cov_20.381915,66.7590536456681,59893,5,0.03047100662848747,0.010268311822750571,0.011503848529878282,0.00012213165894876078,NZ_CP029232.1,Chromosome
NODE_104_length_58733_cov_70.214459,57.67285852927656,58733,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_105_length_58677_cov_67.078025,62.741789798387785,58677,51,0.36474257375121427,0.0007328254682413893,0.012597380073763745,0.002637659544291873,NZ_CP020926.1,Chromosome
NODE_106_length_57944_cov_61.868490,62.9469832942151,57944,4,0.019846748584840535,0.006730636476598095,0.008555674444291039,6.494615757087701e-05,NZ_CP022703.1,Chromosome
NODE_107_length_57632_cov_19.284940,65.72216823986675,57632,10,0.09359383675735702,0.012579816768461965,0.019626249305941142,0.0006353476724489617,NZ_CP022191.1,Chromosome
NODE_108_length_56169_cov_26.419058,56.91217575530987,56169,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_109_length_55449_cov_12.366556,63.24370141932226,55449,1,0.008548395823188877,0.008548395823188877,0.008548395823188877,0.0,NZ_CP022191.1,Chromosome
NODE_110_length_53427_cov_121.182699,61.105807924832014,53427,1,0.0007861193778426638,0.0007861193778426638,0.0007861193778426638,0.0,NZ_CP031081.1,Chromosome
NODE_111_length_53259_cov_21.653428,58.761899397284964,53259,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_112_length_51340_cov_54.160105,56.52902220490845,51340,10,0.029041682898324893,0.005074016361511492,0.00987534086482275,0.00010908068895782359,NZ_CP028969.1,Chromosome
NODE_113_length_48429_cov_16.503225,60.18707799046026,48429,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_114_length_48320_cov_16.055734,61.17342715231788,48320,9,0.006208609271523178,0.004801324503311258,0.004840415746872701,8.971840565255694e-07,NZ_CP029232.1,Chromosome
NODE_115_length_46907_cov_39.705242,57.55430959131899,46907,2,0.020231521947683715,0.016511394887756624,0.016511394887756624,1.3839345342001775e-05,NZ_CP029232.1,Chromosome
NODE_116_length_45031_cov_7.275302,68.67935422264662,45031,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_117_length_44919_cov_16.560004,61.86023731605779,44919,1,0.0030499343262316613,0.0030499343262316613,0.0030499343262316613,0.0,NZ_CP028919.1,Chromosome
NODE_118_length_44742_cov_11.995972,63.334227347905774,44742,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_119_length_44491_cov_68.180327,60.01438493178396,44491,20,0.0756557506012452,0.014059023173226045,0.02180553370344564,0.0004209111694245194,NZ_CP028971.1,Chromosome
NODE_120_length_44455_cov_16.685180,60.50163086267012,44455,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_121_length_43173_cov_7.395241,70.18275310958238,43173,5,0.02624325388553031,0.01547263335881222,0.016552011673962894,8.270335546171712e-05,NZ_CP028969.1,Chromosome
NODE_122_length_40834_cov_54.676132,57.092129108096195,40834,6,0.2578243620512318,0.05027673017583387,0.07856198266150757,0.007197598477164901,NZ_LMVL02000009.1,Chromosome
NODE_123_length_40734_cov_12.097151,59.82226150144842,40734,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_124_length_40529_cov_47.471982,56.12771102173752,40529,6,0.09109526511880382,0.020528510449307903,0.030940807816625133,0.0007282853093453656,NZ_CP020898.1,Chromosome
NODE_125_length_38984_cov_48.840761,57.762158834393595,38984,3,0.010363225938846707,0.006874615226759697,0.007755318421232642,3.5200181703533896e-06,NZ_CP020899.1,Chromosome
NODE_126_length_36867_cov_40.740221,55.57544687661052,36867,4,0.03640111753058291,0.027273713619225867,0.02478503810996284,0.00011241974730464739,NZ_CP022194.1,Chromosome
NODE_127_length_36641_cov_17.959903,62.71662891296635,36641,9,0.033186867170655825,0.008324008624218771,0.010158626189848046,7.869224260983966e-05,NZ_CP028474.1,Chromosome
NODE_128_length_36519_cov_32.508200,58.13686026451984,36519,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_129_length_36332_cov_24.533230,66.36849058681052,36332,9,0.7024386216007927,0.037294946603545084,0.11904718215958997,0.04403985671290055,NZ_CP020926.1,Chromosome
NODE_130_length_36069_cov_7.856250,68.85968560259502,36069,6,0.058803959078433006,0.029124733150350718,0.03031689262247359,0.0002936691641719417,NZ_CP022191.1,Chromosome
NODE_131_length_33382_cov_7.940829,70.17254807980349,33382,4,0.07045713258642382,0.02639146845605416,0.03204571325864238,0.0006080651224408577,NZ_CP031079.1,Chromosome
NODE_132_length_33006_cov_16.033565,62.99157728897776,33006,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_133_length_32262_cov_15.529015,60.96646209162482,32262,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_134_length_32210_cov_59.811382,57.370381868984786,32210,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_135_length_32047_cov_48.927357,55.08783973538865,32047,2,0.0067088963085468216,0.0067088963085468216,0.0067088963085468216,0.0,NZ_CP028966.1,Chromosome
NODE_136_length_29027_cov_16.513116,61.83553243531884,29027,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_137_length_28299_cov_67.812491,53.88882999399272,28299,2,0.3718505954274003,0.25430227216509416,0.25430227216509416,0.013817608301779612,NZ_LMVL02000009.1,Chromosome
NODE_138_length_28176_cov_8.176345,67.36229415105053,28176,2,0.056182566723452586,0.029049545712663258,0.029049545712663258,0.0007362008291719349,NZ_CP031079.1,Chromosome
NODE_139_length_27668_cov_41.622786,61.33077923955472,27668,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_140_length_26674_cov_11.622525,65.61445602459324,26674,2,0.07839094249081503,0.07209267451450851,0.07209267451450851,3.9668179501368176e-05,NZ_CP022703.1,Chromosome
NODE_141_length_26439_cov_40.528995,61.4962744430576,26439,2,0.09066152275048224,0.0599114943832974,0.0599114943832974,0.0009455642445826723,NZ_CP022191.1,Chromosome
NODE_142_length_26370_cov_8.221813,70.59916571861964,26370,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_143_length_26070_cov_16.143071,63.36018411967779,26070,1,0.09278864595320291,0.09278864595320291,0.09278864595320291,0.0,NZ_CP022192.1,Chromosome
NODE_144_length_26060_cov_11.669025,63.66462010744436,26060,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_145_length_25805_cov_92.527184,57.54698701801976,25805,10,0.014144545630691726,0.00873861654718078,0.0099321836853323,1.3501481702096952e-05,NZ_CP028170.1,Chromosome
NODE_146_length_25689_cov_8.490754,66.35914204523337,25689,3,0.052707384483631124,0.022344194013001674,0.02592549340184515,0.0004227876167106035,NZ_CP020900.1,Chromosome
NODE_147_length_25389_cov_36.122010,61.569971247390605,25389,26,0.6918350466737564,0.019417858127535548,0.04850374329282518,0.01708336128048473,NZ_CP020927.1,Chromosome
NODE_148_length_25123_cov_24.263683,63.36822831668192,25123,3,0.5172949090474863,0.08804680969629423,0.2024970478578726,0.0507785734925937,NZ_CP020926.1,Chromosome
NODE_149_length_24325_cov_67.812691,55.280575539568346,24325,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_150_length_24305_cov_36.852289,59.48570253034355,24305,4,0.0588356305286978,0.035980250977165194,0.03385105945278749,0.0006332957049421776,NZ_CP020926.1,Chromosome
NODE_151_length_24221_cov_15.612803,62.25589364600966,24221,1,0.0018991783989100368,0.0018991783989100368,0.0018991783989100368,0.0,NZ_CP022703.1,Chromosome
NODE_152_length_23934_cov_67.161523,54.96365003760341,23934,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_153_length_23775_cov_16.140978,59.43217665615142,23775,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_154_length_23569_cov_16.424513,57.741100598243456,23569,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_155_length_23259_cov_90.659067,57.633604196225114,23259,18,0.1517262135087493,0.005847198933746077,0.024824321290205464,0.0021133676286934477,NZ_CP028969.1,Chromosome
NODE_156_length_22754_cov_12.041852,61.378219214204094,22754,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_157_length_22446_cov_38.784556,69.48676824378508,22446,1,0.045843357391071905,0.045843357391071905,0.045843357391071905,0.0,NZ_CP022191.1,Chromosome
NODE_158_length_22415_cov_37.175492,62.67231764443453,22415,57,0.039527102386794556,0.010216372964532679,0.01947865425329999,0.00032439719688969284,NZ_CP019262.1,Chromosome
NODE_159_length_22275_cov_15.550540,62.22671156004489,22275,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_160_length_21925_cov_22.603064,60.962371721778794,21925,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_161_length_21675_cov_8.442553,69.31487889273356,21675,5,0.07031141868512111,0.06113033448673587,0.05242906574394464,0.0005239073925519729,NZ_CP022192.1,Chromosome
NODE_162_length_21578_cov_18.365981,65.98387246269348,21578,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_163_length_21113_cov_66.495346,55.188746270070574,21113,13,0.1193577416757448,0.007957182778382987,0.03504220877403277,0.0014905598641796202,NZ_LMVL02000009.1,Chromosome
NODE_164_length_20502_cov_50.885998,58.08701590088772,20502,28,0.03965466783728417,0.0018534777094917569,0.0032017782237273016,4.922982845003538e-05,NZ_CP031082.1,Chromosome
NODE_165_length_20042_cov_74.351729,62.16944416724878,20042,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_166_length_19390_cov_17.063305,60.43321299638989,19390,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_167_length_19351_cov_8.841781,71.02475324272648,19351,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_168_length_19263_cov_31.566170,64.95872916991122,19263,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_169_length_19022_cov_8.053356,70.20818000210282,19022,1,0.03390810640311218,0.03390810640311218,0.03390810640311218,0.0,NZ_CP022191.1,Chromosome
NODE_170_length_18587_cov_11.148230,61.914241136278044,18587,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_171_length_18164_cov_21.471699,61.31909271085664,18164,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_172_length_17832_cov_8.481015,68.11350381336922,17832,2,0.11972857783759533,0.08720278151637506,0.08720278151637506,0.0010579274263295066,NZ_CP022192.1,Chromosome
NODE_173_length_17628_cov_12.398395,61.80508282278194,17628,0,0.0,0.0,0.0,0.0,NA,Chromosome
