ID,G+C content,Contig size,Number of hits,Maximum coverage,Median coverage,Average coverage,Variance of coverage,Best hit,Prediction
NODE_21_length_224135_cov_7.753967,58.979186650902356,224135,38,0.019376714926272114,0.0005956231735338078,0.0026673304270335195,2.1189397561039685e-05,NZ_CP020899.1,Chromosome
NODE_22_length_222513_cov_121.377554,65.22854844436056,222513,59,0.02020556102340088,0.0031638600890734475,0.004455881343668589,2.0992792429134523e-05,NZ_CP022191.1,Chromosome
NODE_23_length_220515_cov_7.773682,68.77536675509603,220515,24,0.013586377343944857,0.002673287531460445,0.003081045129205118,9.003957812819418e-06,NZ_CP020900.1,Chromosome
NODE_24_length_212297_cov_7.951485,69.9143181486314,212297,25,0.007748578642185241,0.0035563385257445937,0.0035005676010494728,7.593097211526232e-06,NZ_CP022193.1,Chromosome
NODE_25_length_212276_cov_7.949529,69.91793702538205,212276,25,0.007749345192108387,0.003556690346529989,0.003500913904539373,7.594599622808818e-06,NZ_CP022193.1,Chromosome
NODE_26_length_207098_cov_7.776042,70.03351070507682,207098,41,0.025432403982655553,0.0024046586640141384,0.004361432280558114,2.6217510080996125e-05,NZ_CP028919.1,Chromosome
NODE_27_length_204649_cov_7.991681,65.81170687372037,204649,23,0.007647239908330849,0.0031663970994238915,0.0029652042617189516,5.090915295634206e-06,NZ_CP020900.1,Chromosome
NODE_28_length_202366_cov_8.031862,56.892462172499336,202366,1,0.002055681290335333,0.002055681290335333,0.002055681290335333,0.0,NZ_CP022703.1,Chromosome
NODE_29_length_200860_cov_7.922502,57.93239071990441,200860,8,0.016947127352384746,0.004943741909787912,0.005858558199741113,3.307017099944301e-05,NZ_CP020899.1,Chromosome
NODE_30_length_200677_cov_7.656837,66.71815903167777,200677,24,0.007061098182651724,0.001313055307783154,0.0023856744918451045,4.889142919038486e-06,NZ_CP029232.1,Chromosome
NODE_31_length_197185_cov_7.624892,66.80782006744936,197185,10,0.007916423663057535,0.0027968658873646574,0.0028288155792783425,3.978181715105176e-06,NZ_CP022191.1,Chromosome
NODE_32_length_195422_cov_8.140853,66.277082416514,195422,35,0.07818976369088435,0.004666823592021369,0.007752015053137752,0.0001753946162567588,NZ_CP022191.1,Chromosome
NODE_33_length_193272_cov_7.801720,69.06277163789892,193272,35,0.01591021979386564,0.0017177863322157374,0.0033773275856971373,1.342167041905763e-05,NZ_CP031080.1,Chromosome
NODE_34_length_192869_cov_8.049763,57.729339603565116,192869,14,0.0053248578050386535,0.0006118142366061939,0.0015165734254856923,3.409714737688757e-06,NZ_CP020899.1,Chromosome
NODE_35_length_191799_cov_7.931450,66.31473573897674,191799,27,0.022638282785624533,0.0022575717287368546,0.0031025921619720334,1.9608537111582806e-05,NZ_CP022192.1,Chromosome
NODE_36_length_184723_cov_8.091407,58.28619067468588,184723,7,0.0035296091986379606,0.0013858588264590765,0.0017887787196427703,2.1926059811730645e-06,NZ_CP020899.1,Chromosome
NODE_37_length_182941_cov_7.998021,65.69604407978528,182941,8,0.008893577710846666,0.0011233129806877628,0.0027283386446996572,9.078058746897727e-06,NZ_CP031080.1,Chromosome
NODE_38_length_176379_cov_7.972766,69.48276155324614,176379,11,0.012365417651761265,0.004308902987317084,0.004563004563004563,1.559945230141379e-05,NZ_CP020898.1,Chromosome
NODE_39_length_175151_cov_28.494494,69.88598409372484,175151,18,0.050727657849512706,0.004978561355630285,0.007362218885418867,0.0001243220786984404,NZ_CP022191.1,Chromosome
NODE_40_length_174056_cov_8.333682,61.219377671553985,174056,1,0.0018787057039113847,0.0018787057039113847,0.0018787057039113847,0.0,NZ_CP020897.1,Chromosome
NODE_41_length_173970_cov_8.037277,57.28573892050353,173970,4,0.004454791055929183,0.0018710122434902568,0.0021109961487612806,2.6752250773584707e-06,NZ_CP022703.1,Chromosome
NODE_42_length_173270_cov_7.982109,68.41692156749582,173270,6,0.008455012408379986,0.006299417094707682,0.005022027279198168,1.1302830181996276e-05,NZ_CP022195.1,Chromosome
NODE_43_length_172935_cov_7.977140,69.5284355393645,172935,7,0.008026136987885622,0.0014918900164801803,0.0031275169448471557,9.226097233779684e-06,NZ_CP031081.1,Chromosome
NODE_44_length_171581_cov_8.160704,63.3846404904972,171581,2,0.004837365442560656,0.004111760626176558,0.004111760626176558,5.265023495598012e-07,NZ_CP029232.1,Chromosome
NODE_45_length_169130_cov_7.862452,58.17359427659197,169130,9,0.018098504109265064,0.0014012889493289185,0.004285986453549866,3.357132556936852e-05,NZ_CP020900.1,Chromosome
NODE_46_length_167504_cov_7.552055,66.10528703792149,167504,26,0.03145596523068106,0.005850606552679339,0.006879973474801061,4.1901332126478884e-05,NZ_CP022192.1,Chromosome
NODE_47_length_167328_cov_7.762323,68.42608529355518,167328,6,0.008755259131765156,0.006523116274622299,0.005200364951870976,1.211983516106629e-05,NZ_CP022195.1,Chromosome
NODE_48_length_163615_cov_81.192596,65.14561623323046,163615,43,0.044127983375607374,0.008575008403874951,0.012331842548694504,0.00013286476904624488,NZ_CP022192.1,Chromosome
NODE_49_length_161942_cov_214.528313,62.95340307023502,161942,25,0.05766879500067926,0.0071754084795791085,0.009267268528238505,0.0001440073908263811,NZ_CP020927.1,Chromosome
NODE_50_length_160755_cov_7.966397,69.54807004447763,160755,23,0.03100992193088862,0.006338838605331094,0.010987554650406439,0.00011872245148025713,NZ_CP031080.1,Chromosome
NODE_51_length_159360_cov_7.933718,62.29354919678715,159360,1,0.0012738453815261043,0.0012738453815261043,0.0012738453815261043,0.0,NZ_CP022703.1,Chromosome
NODE_52_length_157278_cov_7.885500,69.66136395427205,157278,27,0.02050509289283943,0.0016721982731214792,0.004416807606064844,3.39263417716415e-05,NZ_CP031080.1,Chromosome
NODE_53_length_154268_cov_8.228470,63.448673736614204,154268,10,0.00026577125521819173,0.00026577125521819173,0.00026577125521819173,0.0,NZ_CP027385.1,Chromosome
NODE_54_length_149871_cov_7.994233,58.28078814447091,149871,9,0.0036030986648517725,0.0005137751799881231,0.0009756538771491631,1.0559267985896475e-06,NZ_CP022194.1,Chromosome
NODE_55_length_148668_cov_7.851393,63.744719778297956,148668,6,0.00930933354857804,0.0072443296472677375,0.005968556335817617,1.0246498222015322e-05,NZ_CP029232.1,Chromosome
NODE_56_length_145116_cov_7.881491,66.19807602194106,145116,14,0.03631577496623391,0.009502742633479423,0.009207904612270775,7.156716020134714e-05,NZ_CP028477.1,Chromosome
NODE_57_length_145080_cov_8.075001,68.03832368348498,145080,18,0.011703887510339123,0.001964433416046319,0.003409996017522899,1.207098263492025e-05,NZ_CP031081.1,Chromosome
NODE_58_length_143997_cov_163.747829,59.0817864261061,143997,32,0.07272373730008264,0.010309242553664312,0.014504425439418878,0.00019999632155347187,NZ_LMVL02000009.1,Chromosome
NODE_59_length_143412_cov_8.245931,64.13201126823418,143412,5,0.010292025771901933,0.004929852453072267,0.0059590550302624605,1.352840066156801e-05,NZ_CP020927.1,Chromosome
NODE_60_length_138577_cov_8.110842,62.06224698182238,138577,2,0.007815149700166694,0.0073605288034810975,0.0073605288034810975,2.0668015970321643e-07,NZ_CP007745.1,Chromosome
NODE_61_length_137627_cov_8.094082,60.90520028773424,137627,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_62_length_137361_cov_8.391622,61.54221358318591,137361,8,0.008423060402880002,0.007352887646420746,0.0057348883598692495,1.0125516150466328e-05,NZ_CP028919.1,Chromosome
NODE_63_length_137111_cov_7.857401,65.63003697733953,137111,27,0.017423839079286126,0.0043687231513153575,0.005371695330925443,2.4084345530316685e-05,NZ_CP020899.1,Chromosome
NODE_64_length_136684_cov_7.779886,56.19019051242282,136684,19,0.03837318193790056,0.009152497731994967,0.012399711050767887,0.00012409549928038284,NZ_CP029232.1,Chromosome
NODE_65_length_132711_cov_8.109290,57.87990445403923,132711,9,0.012206976060763614,0.004875255253897567,0.004600640154588207,1.5879389548994517e-05,NZ_CP031079.1,Chromosome
NODE_66_length_131355_cov_7.941653,68.40089832895589,131355,25,0.014967073959879715,0.0029005367134863538,0.005754482128582848,2.3803003813400153e-05,NZ_CP020926.1,Chromosome
NODE_67_length_129607_cov_7.990807,61.87783067272601,129607,3,0.009328199865747991,0.003626347342350336,0.004673101504291177,1.1928594297519653e-05,NZ_CP031651.1,Chromosome
NODE_68_length_129084_cov_8.048508,64.67571503826966,129084,4,0.0041136004462210655,0.0002556474853583713,0.0012181990022001178,2.7944898502520854e-06,NZ_CP029232.1,Chromosome
NODE_69_length_128628_cov_8.079597,58.31622974779986,128628,17,0.003024224896601051,0.00037316913891221194,0.0007253017822484904,7.008962884394979e-07,NZ_CP008948.1,Chromosome
NODE_70_length_127405_cov_7.903078,70.2272281307641,127405,5,0.008892900592598407,0.005243122326439308,0.00560888505160708,9.496742044932967e-06,NZ_CP028969.1,Chromosome
NODE_71_length_125006_cov_7.933734,65.92963537750188,125006,11,0.006375693966689599,0.0044957842023582864,0.0033969278565537946,5.090179231892411e-06,NZ_CP029232.1,Chromosome
NODE_72_length_124842_cov_8.288732,65.91211291071915,124842,3,0.01149452908476314,0.0010092757245157879,0.004242696101205257,2.6397242944282572e-05,NZ_CP022703.1,Chromosome
NODE_73_length_124724_cov_8.136939,69.17594047657226,124724,9,0.011280908245405856,0.0031509573137487572,0.004746480228344184,1.651323304185336e-05,NZ_CP022703.1,Chromosome
NODE_74_length_122323_cov_8.013356,61.662156748935196,122323,1,0.0058533554605429885,0.0058533554605429885,0.0058533554605429885,0.0,NZ_CP022703.1,Chromosome
NODE_75_length_118713_cov_8.153424,66.02057061989841,118713,40,0.096644849342532,0.005488025742757744,0.010834533707344605,0.0002570266117305192,NZ_CP031079.1,Chromosome
NODE_76_length_118292_cov_8.227543,63.04991039123525,118292,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_77_length_116965_cov_90.822573,65.36399777711281,116965,22,0.04288462360535203,0.0016970888727397084,0.0066177527854097765,0.00013716987935462227,NZ_CP022191.1,Chromosome
NODE_78_length_113449_cov_7.791047,68.50655360558488,113449,10,0.030410140239226436,0.007628978660014632,0.009283466579696604,7.614568111124287e-05,NZ_CP031082.1,Chromosome
NODE_79_length_112827_cov_7.915768,66.2766890903773,112827,11,0.11117906174940395,0.002756432414227091,0.02061160408896323,0.0014954477932597788,NZ_CP022191.1,Chromosome
NODE_80_length_108987_cov_7.964492,66.11981245469643,108987,24,0.06491599915586263,0.007863323148632405,0.014709323130281593,0.0003053602697955038,NZ_CP022191.1,Chromosome
NODE_81_length_108286_cov_8.090482,63.27780137783277,108286,1,0.0003970965775815895,0.0003970965775815895,0.0003970965775815895,0.0,NZ_CP008948.1,Chromosome
NODE_82_length_102758_cov_123.987001,56.557153700928396,102758,21,0.043548920765293216,0.001868467661885206,0.0077709162257323956,0.00014455885597179212,NZ_CP028971.1,Chromosome
NODE_83_length_102416_cov_8.156114,59.99941415403843,102416,1,0.00032221527886267773,0.00032221527886267773,0.00032221527886267773,0.0,NZ_CP029222.1,Chromosome
NODE_84_length_100805_cov_7.599940,65.34695699618075,100805,12,0.08291255394077675,0.012420018848271415,0.020105649521353106,0.000522878638821974,NZ_CP022192.1,Chromosome
NODE_85_length_100339_cov_82.994436,69.6140085111472,100339,13,0.033516379473584546,0.008222126989505576,0.009258613300909916,9.011379288750349e-05,NZ_CP022191.1,Chromosome
NODE_86_length_99797_cov_7.695254,63.93879575538343,99797,3,0.017575678627614055,0.004358848462378629,0.007562017562318172,5.230550034120449e-05,NZ_CP022195.1,Chromosome
NODE_87_length_99303_cov_8.192830,57.29333454175604,99303,18,0.035356434347401385,0.0005085445555521989,0.0065070206002504115,0.00010855453487245212,NZ_CP029232.1,Chromosome
NODE_88_length_98295_cov_81.403899,70.11546874205199,98295,26,0.03319599165776489,0.00682638994862404,0.011003768092124569,9.007567273169126e-05,NZ_CP029232.1,Chromosome
NODE_89_length_97630_cov_7.675357,69.08122503328894,97630,14,0.02123322749154973,0.004870429171361262,0.005560351765411686,2.4925359682871506e-05,NZ_CP022191.1,Chromosome
NODE_90_length_96721_cov_8.012404,64.79047983374862,96721,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_91_length_96711_cov_8.122610,65.91804448304742,96711,15,0.028280133593903484,0.0017578145195479315,0.006077212864444927,7.481440729167027e-05,NZ_CP031080.1,Chromosome
NODE_92_length_96685_cov_150.260933,56.75647721983762,96685,5,0.007084863215597042,0.006929720225474479,0.005365878885039044,4.99321927705795e-06,NZ_CP020898.1,Chromosome
NODE_93_length_96324_cov_7.718653,69.12399817283335,96324,24,0.08989452265271376,0.005751422283127777,0.011340631618288277,0.0003547800564128832,NZ_CP031079.1,Chromosome
NODE_94_length_95764_cov_8.118923,64.69132450607744,95764,1,0.014379098617434527,0.014379098617434527,0.014379098617434527,0.0,NZ_CP022703.1,Chromosome
NODE_95_length_95686_cov_7.860390,65.53518801078528,95686,15,0.016940827289258616,0.013345735008256171,0.011347532554396671,1.8739461481974936e-05,NZ_CP029233.1,Chromosome
NODE_96_length_94658_cov_8.268712,68.5742356694627,94658,5,0.01716706459042025,0.016364174184960594,0.013114580912337045,3.625732969320267e-05,NZ_CP022703.1,Chromosome
NODE_97_length_92006_cov_7.800807,66.13590418016216,92006,2,0.02492228767689064,0.013531726191770102,0.013531726191770102,0.00012974489094631133,NZ_CP031082.1,Chromosome
NODE_98_length_91917_cov_8.180902,57.51384401144511,91917,8,0.03621745705364622,0.007778756922005722,0.013378917936834317,0.00018275392207066328,NZ_CP029232.1,Chromosome
NODE_99_length_90556_cov_7.822565,70.37744600026502,90556,20,0.03844030213348646,0.013555148195591678,0.01263748398780865,5.3499502611896544e-05,NZ_CP031079.1,Chromosome
NODE_100_length_86450_cov_7.937705,63.44245228455755,86450,2,0.0010873337189126664,0.0009947946790052054,0.0009947946790052054,8.563473906994653e-09,NZ_CP022703.1,Chromosome
NODE_101_length_85376_cov_8.239777,65.95178973013493,85376,9,0.022687874812593704,0.002928223388305847,0.006404349908379145,5.245472752554605e-05,NZ_CP028472.1,Chromosome
NODE_102_length_85044_cov_7.994540,63.380132637223085,85044,3,0.0007407930012699309,0.0006584826677954941,0.0006584826677954941,4.516660664448657e-09,NZ_CP028919.1,Chromosome
NODE_103_length_84405_cov_8.091855,63.072092885492566,84405,11,0.020223920383863517,0.004217759611397429,0.007760203779396955,4.966561860923122e-05,NZ_CP028969.1,Chromosome
NODE_104_length_82433_cov_7.700066,65.2808947872818,82433,1,0.007800274162046753,0.007800274162046753,0.007800274162046753,0.0,NZ_CP022191.1,Chromosome
NODE_105_length_80952_cov_106.303905,55.65767368317027,80952,12,0.12999061172052576,0.005460025694238561,0.02057494976446948,0.0012661181467197434,NZ_LMVL02000009.1,Chromosome
NODE_106_length_80845_cov_8.055155,61.922196796338675,80845,14,0.012827014657678272,0.004409672830725462,0.005613033759486848,1.947807529646997e-05,NZ_CP020897.1,Chromosome
NODE_107_length_80653_cov_7.684372,62.10804309821086,80653,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_108_length_80254_cov_7.797292,69.83452538191243,80254,2,0.0004734966481421487,0.00046726642908764674,0.00046726642908764674,3.881562946707925e-11,NZ_CP029211.1,Chromosome
NODE_109_length_79826_cov_7.853618,64.80094204895649,79826,20,0.03783228522035427,0.009934106682033423,0.010470272843434469,9.255997301609766e-05,NZ_CP031080.1,Chromosome
NODE_110_length_79795_cov_8.184776,69.26749796353155,79795,3,0.011755122501409863,0.0004887524280969986,0.0042442091192012865,2.8206909917519936e-05,NZ_CP031079.1,Chromosome
NODE_111_length_78708_cov_84.335639,56.762971997763884,78708,8,0.016961427046805914,0.004268943436499467,0.007847042232047569,3.565476890320502e-05,NZ_CP028970.1,Chromosome
NODE_112_length_78508_cov_7.629855,62.82671829622459,78508,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_113_length_78484_cov_125.061903,59.27195351918863,78484,2,0.012091636511900514,0.00986825340196728,0.00986825340196728,4.943432453536383e-06,NZ_CP029232.1,Chromosome
NODE_114_length_77668_cov_8.041411,57.36983056084874,77668,9,0.047033527321419376,0.0030128238141834476,0.007301734448049532,0.00020018975726166101,NZ_CP029232.1,Chromosome
NODE_115_length_75860_cov_8.381334,58.04508304771948,75860,4,0.011587134194568943,0.007316108621144213,0.007148035855523332,1.9153288447664945e-05,NZ_CP029232.1,Chromosome
NODE_116_length_74508_cov_96.036614,58.894346915767436,74508,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_117_length_73370_cov_7.940844,68.10958157284993,73370,1,0.0007087365408204988,0.0007087365408204988,0.0007087365408204988,0.0,NZ_CP008949.1,Chromosome
NODE_118_length_73347_cov_8.167999,57.79650156107271,73347,16,0.014288246281374834,0.006830545216573275,0.0064615798873846235,1.9274164029437794e-05,NZ_CP020900.1,Chromosome
NODE_119_length_73127_cov_122.676867,63.69056572811684,73127,2,0.015466243658293107,0.015021811369261695,0.015021811369261695,1.9752005953369972e-07,NZ_CP028919.1,Chromosome
NODE_120_length_72755_cov_7.992820,67.11291320184179,72755,5,0.025084186653838225,0.008453027283348223,0.009470139509312074,8.276652099749627e-05,NZ_CP029232.1,Chromosome
NODE_121_length_72514_cov_108.098511,60.185619328681355,72514,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_122_length_71758_cov_246.867872,63.07310683129407,71758,8,0.01602608768360322,0.0008082722483904233,0.004346205301151092,2.9840809084264127e-05,NZ_CP022703.1,Chromosome
NODE_123_length_71156_cov_7.807935,66.44555624262185,71156,12,0.016456799145539377,0.007504637697453483,0.007074830888001949,1.7387321820681078e-05,NZ_CP029232.1,Chromosome
NODE_124_length_70845_cov_8.181805,56.171924624179546,70845,12,0.024137200931611265,0.0024631237207989273,0.007465829157550521,5.904404893991551e-05,NZ_CP020900.1,Chromosome
NODE_125_length_70182_cov_8.014959,69.26419879741245,70182,9,0.03107634436180217,0.0018238294719443732,0.006017687346233127,8.297301344611475e-05,NZ_CP022191.1,Chromosome
NODE_126_length_67818_cov_136.864705,59.44734436285352,67818,1,0.039060426435459615,0.039060426435459615,0.039060426435459615,0.0,NZ_CP022192.1,Chromosome
NODE_127_length_67404_cov_7.800071,61.717405495222835,67404,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_128_length_67364_cov_81.613558,63.78926429546939,67364,17,0.43278308889020844,0.02299447776260317,0.046453508070290646,0.00959098142422425,NZ_CP020926.1,Chromosome
NODE_129_length_66515_cov_91.002949,60.83289483575133,66515,1,0.0006314365180786289,0.0006314365180786289,0.0006314365180786289,0.0,NZ_CP031081.1,Chromosome
NODE_130_length_64964_cov_8.179097,61.67107936703405,64964,1,0.0004464010836771135,0.0004464010836771135,0.0004464010836771135,0.0,NZ_CP020898.1,Chromosome
NODE_131_length_63320_cov_161.814510,63.01642451042325,63320,9,0.12705306380290587,0.020957043588123815,0.040619077700568544,0.0018147465164392092,NZ_CP020926.1,Chromosome
NODE_132_length_62275_cov_232.967149,61.89803291850662,62275,87,0.2821035728623043,0.006792452830188679,0.010675120087487368,0.0009125940566859543,NZ_CP020927.1,Chromosome
NODE_133_length_61700_cov_8.362771,70.07941653160454,61700,7,0.016482982171799027,0.0031766612641815233,0.006763139615651771,3.210740182636627e-05,NZ_CP022192.1,Chromosome
NODE_134_length_61283_cov_7.785360,57.9589772041186,61283,14,0.022632704012532024,0.0005058499094365485,0.0052263386956531875,8.049214117412838e-05,NZ_CP020900.1,Chromosome
NODE_135_length_60007_cov_8.024553,69.62854333661073,60007,6,0.01799790024497142,0.007007515789824521,0.007690769410235472,5.1917584264423034e-05,NZ_CP031080.1,Chromosome
NODE_136_length_59935_cov_8.294255,60.729123216818216,59935,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_137_length_59682_cov_8.004478,62.28175999463825,59682,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_138_length_58677_cov_136.094981,62.743494043662764,58677,51,0.36474257375121427,0.0007328254682413893,0.012597380073763745,0.002637659544291873,NZ_CP020926.1,Chromosome
NODE_139_length_57629_cov_7.064943,65.72038383452775,57629,10,0.09359870898332437,0.012580471637543597,0.019627270992035258,0.0006354138229158762,NZ_CP022191.1,Chromosome
NODE_140_length_56990_cov_7.748362,65.73433935778206,56990,6,0.019547288998069838,0.007264432356553782,0.008223664970462655,3.508439979364327e-05,NZ_CP022703.1,Chromosome
NODE_141_length_55448_cov_7.788385,63.24484201413937,55448,1,0.008548549992786033,0.008548549992786033,0.008548549992786033,0.0,NZ_CP022191.1,Chromosome
NODE_142_length_55219_cov_7.837521,55.984353211756826,55219,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_143_length_54537_cov_8.105117,59.89328345893613,54537,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_144_length_53637_cov_8.266115,56.433059268788334,53637,1,0.017450640416130658,0.017450640416130658,0.017450640416130658,0.0,NZ_CP028970.1,Chromosome
NODE_145_length_52106_cov_7.782252,61.48236287567651,52106,1,0.0005373661382566307,0.0005373661382566307,0.0005373661382566307,0.0,NZ_CP028920.1,Chromosome
NODE_146_length_51354_cov_7.988304,69.27795303189625,51354,9,0.0451766172060599,0.012715659929119445,0.019068080815948556,0.0001577917759002942,NZ_CP029232.1,Chromosome
NODE_147_length_51125_cov_7.536166,69.46894865525672,51125,5,0.06319804400977995,0.019070904645476772,0.028584841075794624,0.0005059153840543756,NZ_CP022192.1,Chromosome
NODE_148_length_50938_cov_7.434153,66.45333542738231,50938,1,0.013938513486984177,0.013938513486984177,0.013938513486984177,0.0,NZ_CP020900.1,Chromosome
NODE_149_length_50521_cov_7.670848,61.83963104451614,50521,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_150_length_50242_cov_8.073983,65.84331833923808,50242,16,0.05616814617252498,0.005463556387086501,0.009521416344890728,0.0001763592053222801,NZ_CP029232.1,Chromosome
NODE_151_length_49569_cov_7.878358,58.54667231535839,49569,15,0.10205975508886603,0.027093546369706872,0.02777138937642478,0.0006503352326414789,NZ_CP029232.1,Chromosome
NODE_152_length_49443_cov_7.988560,56.94031511032907,49443,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_153_length_49421_cov_8.322712,67.32563080471864,49421,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_154_length_48748_cov_171.734233,57.56954131451547,48748,5,0.02556002297530155,0.02556002297530155,0.017243784360384016,0.00010381754488088641,NZ_CP028969.1,Chromosome
NODE_155_length_47495_cov_7.827487,69.3251921254869,47495,14,0.129339930519002,0.009211495946941784,0.027493119576496774,0.0014478433560337258,NZ_CP031080.1,Chromosome
NODE_156_length_46889_cov_8.126062,61.174262620230756,46889,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_157_length_46691_cov_7.797431,57.78201366430361,46691,2,0.0008352787475102268,0.0008352787475102268,0.0008352787475102268,0.0,NZ_CP028966.1,Chromosome
NODE_158_length_45997_cov_7.530560,70.14153096941105,45997,3,0.016892406026479987,0.0072613431310737655,0.009710778239160526,2.6656385859236876e-05,NZ_CP028919.1,Chromosome
NODE_159_length_45856_cov_124.271370,59.920184926727146,45856,20,0.07340369853454291,0.013640526866713189,0.02115644626657362,0.0003962255232036641,NZ_CP028971.1,Chromosome
NODE_160_length_44742_cov_8.055139,63.32528720218139,44742,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_161_length_44651_cov_7.918692,64.01872298492755,44651,1,0.0017244854538532172,0.0017244854538532172,0.0017244854538532172,0.0,NZ_CP020926.1,Chromosome
NODE_162_length_42356_cov_7.543935,58.88658041363679,42356,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_163_length_40894_cov_8.178457,55.73433755563163,40894,1,0.005355308847263657,0.005355308847263657,0.005355308847263657,0.0,NZ_CP020898.1,Chromosome
NODE_164_length_40833_cov_90.479327,57.09352729410036,40833,7,0.2578306761687851,0.043518722601817154,0.07355745178094748,0.0063200598444644665,NZ_LMVL02000009.1,Chromosome
NODE_165_length_40734_cov_7.931095,59.82471645308588,40734,0,0.0,0.0,0.0,0.0,NA,Chromosome
NODE_166_length_40616_cov_83.687902,58.39078195784912,40616,0,0.0,0.0,0.0,0.0,NA,Chromosome
